Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
'5764608310153309822',2.02E+16,-125,-20,2,115.134,-8.60886,POINT (115.133629 -8.608857)
'5764608310153309830',2.02E+16,-122.27,-18.15,425,115.134,-8.61293,POINT (115.134316 -8.61293)
'5764608310153309853',2.02E+16,-123.88,-19.91,35,115.135,-8.61123,POINT (115.134659 -8.611233)
'5764608310153309868',2.02E+16,-125.67,-17.23,68,115.136,-8.61293,POINT (115.136032 -8.61293)
'5764608310153309869',2.02E+16,-121.62,-19.19,8,115.136,-8.61259,POINT (115.136032 -8.612591)
'5764608310153309872',2.02E+16,-129,-19,4,115.135,-8.61225,POINT (115.135346 -8.612250999999999)
'5764608310153309874',2.02E+16,-122.14,-19.82,14,115.136,-8.61225,POINT (115.135689 -8.612250999999999)
'5764608310153309875',2.02E+16,-120.6,-16.11,42,115.136,-8.61191,POINT (115.135689 -8.611912)
'5764608310153309884',2.02E+16,-122.2,-19.03,45,115.136,-8.61157,POINT (115.136032 -8.611572000000001)
'5764608310153309902',2.02E+16,-120.15,-19.23,13,115.135,-8.61022,POINT (115.135002 -8.610215)
'5764608310153309923',2.02E+16,-121,-20,2,115.136,-8.61055,POINT (115.135689 -8.610553999999999)
'5764608310153309933',2.02E+16,-121.6,-20,5,115.136,-8.60988,POINT (115.136032 -8.609875000000001)
'5764608310153309965',2.02E+16,-120.44,-18.38,61,115.132,-8.60716,POINT (115.131913 -8.60716)
'5764608310153309983',2.02E+16,-122,-19,3,115.132,-8.6058,POINT (115.132256 -8.605802000000001)
'5764608310153309987',2.02E+16,-121.65,-14.8,779,115.133,-8.60784,POINT (115.132943 -8.607838000000001)
'5764608310153309992',2.02E+16,-120.85,-13.93,307,115.133,-8.60818,POINT (115.133286 -8.608178000000001)
'5764608310153309995',2.02E+16,-120.5,-20,8,115.134,-8.60784,POINT (115.133629 -8.607838000000001)
'5764608310153310023',2.02E+16,-124.35,-19.91,48,115.132,-8.60444,POINT (115.131569 -8.604444000000001)
'5764608310153310040',2.02E+16,-125,-20,2,115.132,-8.6041,POINT (115.131913 -8.604104)
'5764608310153310042',2.02E+16,-120.84,-20,13,115.132,-8.6041,POINT (115.132256 -8.604104)
'5764608310153310086',2.02E+16,-121,-18,2,115.134,-8.6075,POINT (115.134316 -8.607499000000001)
'5764608310153310125',2.02E+16,-121.33,-20,6,115.136,-8.60716,POINT (115.136032 -8.60716)
'5764608310153310144',2.02E+16,-121,-18.64,11,115.134,-8.60546,POINT (115.133973 -8.605461999999999)
'5764608310153310146',2.02E+16,-125,-20,4,115.134,-8.60546,POINT (115.134316 -8.605461999999999)
'5764608310153310189',2.02E+16,-121,-17.5,1,115.136,-8.60444,POINT (115.136032 -8.604444000000001)
'5764608310153310213',2.02E+16,-125.04,-19.41,2168,115.115,-8.60173,POINT (115.114746 -8.601728)
'5764608310153310223',2.02E+16,-120.5,-20,2,115.116,-8.60173,POINT (115.115776 -8.601728)
'5764608310153310265',2.02E+16,-121.69,-20,23,115.117,-8.60105,POINT (115.116806 -8.601049)
'5764608310153310267',2.02E+16,-123.75,-19.19,8,115.117,-8.60105,POINT (115.11715 -8.601049)
'5764608310153310340',2.02E+16,-121,-18.83,6,115.117,-8.60207,POINT (115.117493 -8.602067999999999)
'5764608310153310398',2.02E+16,-128,-20,2,115.12,-8.60071,POINT (115.119896 -8.600710000000001)
'5764608310153310406',2.02E+16,-125.4,-20,15,115.118,-8.59935,POINT (115.117836 -8.599352)
'5764608310153310415',2.02E+16,-126.35,-20,20,115.119,-8.59901,POINT (115.118523 -8.599013000000001)
'5764608310153310424',2.02E+16,-123.63,-19.96,38,115.118,-8.59867,POINT (115.11818 -8.598673)
'5764608310153310470',2.02E+16,-120.75,-18.56,8,115.115,-8.59664,POINT (115.11509 -8.596636)
'5764608310153310472',2.02E+16,-120.5,-19.59,48,115.115,-8.59732,POINT (115.115433 -8.597315)
'5764608310153310537',2.02E+16,-121,-20,2,115.115,-8.59426,POINT (115.115433 -8.59426)
'5764608310153310538',2.02E+16,-123,-20,1,115.116,-8.5946,POINT (115.115776 -8.594599000000001)
'5764608310153310731',2.02E+16,-130.86,-20,7,115.121,-8.60241,POINT (115.12127 -8.602407000000001)
'5764608310153310754',2.02E+16,-120.37,-18.79,48,115.122,-8.60275,POINT (115.121956 -8.602747000000001)
'5764608310153310777',2.02E+16,-120.56,-19.73,37,115.122,-8.60105,POINT (115.1223 -8.601049)
'5764608310153310781',2.02E+16,-122,-17.8,5,115.122,-8.60037,POINT (115.1223 -8.60037)
'5764608310153310802',2.02E+16,-121.6,-19.4,52,115.121,-8.59867,POINT (115.120583 -8.598673)
'5764608310153310820',2.02E+16,-125.24,-19.68,2288,115.122,-8.59935,POINT (115.121613 -8.599352)
'5764608310153310844',2.02E+16,-120.4,-19.9,5,115.122,-8.59799,POINT (115.1223 -8.597994)
'5764608310153310929',2.02E+16,-122.83,-19.97,17,115.123,-8.59833,POINT (115.122986 -8.598333999999999)
'5764608310153310952',2.02E+16,-126.09,-20,11,115.125,-8.60003,POINT (115.125046 -8.600031)
'5764608310153310963',2.02E+16,-123.35,-19.8,23,115.125,-8.59833,POINT (115.124703 -8.598333999999999)
'5764608310153311089',2.02E+16,-128.25,-20,4,115.122,-8.5929,POINT (115.121613 -8.592902)
'5764608310153311140',2.02E+16,-121.33,-19.94,9,115.124,-8.59664,POINT (115.124359 -8.596636)
'5764608310153311173',2.02E+16,-122,-19.39,9,115.123,-8.59358,POINT (115.122986 -8.593581)
'5764608310153311177',2.02E+16,-122.25,-20,4,115.124,-8.59426,POINT (115.123673 -8.59426)
'5764608310153311191',2.02E+16,-123.83,-20,6,115.123,-8.59222,POINT (115.123329 -8.592222999999999)
'5764608310153311200',2.02E+16,-123.26,-18.55,42,115.124,-8.5946,POINT (115.124359 -8.594599000000001)
'5764608310153311223',2.02E+16,-121.73,-18.86,11,115.125,-8.59222,POINT (115.124703 -8.592222999999999)
'5764608310153311372',2.02E+16,-123,-20,15,115.118,-8.59121,POINT (115.11818 -8.591205)
'5764608310153311429',2.02E+16,-122.86,-20,7,115.117,-8.58815,POINT (115.117493 -8.588150000000001)
'5764608310153311454',2.02E+16,-128,-20,3,115.119,-8.58713,POINT (115.118523 -8.587130999999999)
'5764608310153311874',2.02E+16,-122.13,-19.91,23,115.123,-8.59188,POINT (115.123329 -8.591884)
'5764608310153311951',2.02E+16,-123,-20,29,115.124,-8.58815,POINT (115.124016 -8.588150000000001)
'5764608310153311970',2.02E+16,-122,-20,15,115.125,-8.58917,POINT (115.124703 -8.589167999999999)
'5764608310153311983',2.02E+16,-124,-20,5,115.125,-8.58815,POINT (115.125389 -8.588150000000001)
'5764608310153311990',2.02E+16,-124.57,-20,7,115.125,-8.58713,POINT (115.124703 -8.587130999999999)
'5764608310153312190',2.02E+16,-124.5,-20,2,115.125,-8.58441,POINT (115.125389 -8.584415)
'5764608310153312257',2.02E+16,-122,-20,1,115.126,-8.60241,POINT (115.125733 -8.602407000000001)
'5764608310153312282',2.02E+16,-125.25,-20,12,115.127,-8.60139,POINT (115.126763 -8.601388999999999)
'5764608310153312295',2.02E+16,-120.6,-19.9,5,115.127,-8.60173,POINT (115.127449 -8.601728)
'5764608310153312304',2.02E+16,-123.5,-19.58,6,115.127,-8.60139,POINT (115.127106 -8.601388999999999)
'5764608310153312317',2.02E+16,-124.2,-20,5,115.128,-8.60037,POINT (115.127793 -8.60037)
'5764608310153312396',2.02E+16,-124.25,-20,4,115.129,-8.60207,POINT (115.129166 -8.602067999999999)
'5764608310153312399',2.02E+16,-124,-20,2,115.13,-8.60173,POINT (115.129509 -8.601728)
'5764608310153312434',2.02E+16,-127.07,-17.73,15,115.13,-8.60139,POINT (115.130196 -8.601388999999999)
'5764608310153312491',2.02E+16,-122,-18.25,4,115.131,-8.59969,POINT (115.130883 -8.599691)
'5764608310153312522',2.02E+16,-126.89,-20,26,115.127,-8.59732,POINT (115.126763 -8.597315)
'5764608310153312543',2.02E+16,-120.12,-19.14,17,115.127,-8.59494,POINT (115.126763 -8.594939)
'5764608310153312544',2.02E+16,-125.85,-20,92,115.127,-8.59732,POINT (115.127106 -8.597315)
'5764608310153312550',2.02E+16,-120.86,-19.93,14,115.127,-8.59664,POINT (115.127449 -8.596636)
'5764608310153312558',2.02E+16,-123.07,-19.69,937,115.128,-8.59664,POINT (115.128136 -8.596636)
'5764608310153312563',2.02E+16,-121,-20,2,115.127,-8.59562,POINT (115.127449 -8.595618)
'5764608310153312569',2.02E+16,-121.14,-19.93,35,115.128,-8.59562,POINT (115.127793 -8.595618)
'5764608310153312581',2.02E+16,-122.38,-19.97,34,115.126,-8.59358,POINT (115.125733 -8.593581)
'5764608310153312591',2.02E+16,-125.33,-19.75,12,115.127,-8.59358,POINT (115.126763 -8.593581)
'5764608310153312602',2.02E+16,-121,-20,6,115.127,-8.59324,POINT (115.126763 -8.593242)
'5764608310153312659',2.02E+16,-121.33,-20,3,115.129,-8.59562,POINT (115.128823 -8.595618)
'5764608310153312916',2.02E+16,-128.25,-20,4,115.134,-8.60071,POINT (115.133973 -8.600710000000001)
'5764608310153312995',2.02E+16,-120.43,-19.57,7,115.136,-8.59969,POINT (115.135689 -8.599691)
'5764608310153313018',2.02E+16,-122.96,-19.13,51,115.136,-8.59867,POINT (115.136376 -8.598673)
'5764608310153313049',2.02E+16,-125.41,-19.89,1987,115.132,-8.59562,POINT (115.131913 -8.595618)
'5764608310153313054',2.02E+16,-126.8,-20,129,115.132,-8.59528,POINT (115.132256 -8.595278)
'5764608310153313066',2.02E+16,-121.35,-18.17,57,115.134,-8.59732,POINT (115.133629 -8.597315)
'5764608310153313103',2.02E+16,-121.29,-20,7,115.132,-8.59358,POINT (115.132256 -8.593581)
'5764608310153313140',2.02E+16,-120.39,-18.89,18,115.133,-8.59256,POINT (115.132599 -8.592563)
'5764608310153313157',2.02E+16,-120.87,-17,15,115.134,-8.5963,POINT (115.133973 -8.596297)
'5764608310153313173',2.02E+16,-125.59,-19.98,4008,115.134,-8.59494,POINT (115.133973 -8.594939)
'5764608310153313191',2.02E+16,-123.8,-20,5,115.136,-8.5963,POINT (115.135689 -8.596297)
'5764608310153313196',2.02E+16,-122.4,-20,5,115.136,-8.59664,POINT (115.136032 -8.596636)
'5764608310153313287',2.02E+16,-126,-20,3,115.126,-8.59086,POINT (115.126076 -8.590864999999999)
'5764608310153313311',2.02E+16,-120.67,-19.5,6,115.127,-8.58951,POINT (115.126763 -8.589507000000001)
'5764608310153313359',2.02E+16,-124.67,-20,6,115.127,-8.58815,POINT (115.126763 -8.588150000000001)
'5764608310153313420',2.02E+16,-121.14,-20,7,115.129,-8.59121,POINT (115.129166 -8.591205)
'5764608310153313508',2.02E+16,-121.12,-19.98,25,115.13,-8.58849,POINT (115.129853 -8.588488999999999)
'5764608310153313538',2.02E+16,-126.72,-20,14,115.126,-8.58645,POINT (115.126076 -8.586452)
'5764608310153313650',2.02E+16,-120.6,-20,10,115.127,-8.58238,POINT (115.127449 -8.582378)
'5764608310153313839',2.02E+16,-122.75,-20,8,115.134,-8.59086,POINT (115.133629 -8.590864999999999)
'5764608310153313845',2.02E+16,-121.2,-19.67,49,115.133,-8.58951,POINT (115.132599 -8.589507000000001)
'5764608310153313849',2.02E+16,-122.4,-19.99,120,115.133,-8.59019,POINT (115.133286 -8.590185999999999)
'5764608310153313904',2.02E+16,-122.5,-20,2,115.133,-8.58781,POINT (115.132599 -8.587810000000001)
'5764608310153313907',2.02E+16,-121,-20,8,115.133,-8.58747,POINT (115.132943 -8.587471000000001)
'5764608310153314042',2.02E+16,-121,-20,2,115.136,-8.58781,POINT (115.136376 -8.587810000000001)
'5764608310153314091',2.02E+16,-122.91,-19.41,34,115.134,-8.58611,POINT (115.133629 -8.586113000000001)
'5764608310153314178',2.02E+16,-127.33,-20,6,115.134,-8.58645,POINT (115.134316 -8.586452)
'5764608310153358565',2.02E+16,-130.62,-20,8,115.042,-8.56642,POINT (115.041962 -8.566423)
'5764608310153359067',2.02E+16,-122,-19.91,11,115.047,-8.56574,POINT (115.047112 -8.565744)
'5764608310153359349',2.02E+16,-125.75,-18.08,12,115.047,-8.55963,POINT (115.047455 -8.559633)
'5764608310153446716',2.02E+16,-120.2,-19.93,35,115.051,-8.56269,POINT (115.050888 -8.562688)
'5764608310153448716',2.02E+16,-122.5,-20,2,115.061,-8.56405,POINT (115.060501 -8.564046000000001)
'5764608310153451892',2.02E+16,-121,-20,2,115.061,-8.54911,POINT (115.061188 -8.549108)
'5764608310153452259',2.02E+16,-125,-20,3,115.07,-8.55624,POINT (115.069771 -8.556238)
'5764608310153452478',2.02E+16,-123,-20,3,115.07,-8.55182,POINT (115.070458 -8.551824)
'5764608310153454409',2.02E+16,-128.08,-18.69,36,115.077,-8.57253,POINT (115.076981 -8.572533)
'5764608310153455825',2.02E+16,-121,-20,3,115.085,-8.57661,POINT (115.084534 -8.576607000000001)
'5764608310153458518',2.02E+16,-127,-20,3,115.077,-8.54911,POINT (115.076638 -8.549108)
'5764608310153460516',2.02E+16,-127.29,-18,7,115.089,-8.55318,POINT (115.088654 -8.553182000000001)
'5764608310153460517',2.02E+16,-128.6,-19.63,20,115.089,-8.55284,POINT (115.088654 -8.552842999999999)
'5764608310153460828',2.02E+16,-124.91,-20,11,115.082,-8.54368,POINT (115.082474 -8.543676)
'5764608310153470569',2.02E+16,-123,-20,3,115.078,-8.53451,POINT (115.078354 -8.534509)
'5764608310153472285',2.02E+16,-121.84,-20,340,115.082,-8.52976,POINT (115.082474 -8.529755999999999)
'5764608310153472978',2.02E+16,-122.12,-20,8,115.09,-8.52806,POINT (115.090371 -8.528058)
'5764608310153473681',2.02E+16,-124,-20,1,115.09,-8.525,POINT (115.090027 -8.525002000000001)
'5764608310153473828',2.02E+16,-121,-20,9,115.089,-8.52059,POINT (115.088654 -8.520588)
'5764608310153479554',2.02E+16,-124.75,-19,8,115.096,-8.56472,POINT (115.095864 -8.564724999999999)
'5764608310153480909',2.02E+16,-125,-18.83,6,115.113,-8.57729,POINT (115.112686 -8.577286000000001)
'5764608310153480958',2.02E+16,-125.12,-19.81,8,115.114,-8.57627,POINT (115.114403 -8.576267999999999)
'5764608310153481093',2.02E+16,-126.54,-20,11,115.112,-8.57457,POINT (115.112 -8.57457)
'5764608310153481165',2.02E+16,-124.63,-19.55,19,115.113,-8.57185,POINT (115.112686 -8.571854)
'5764608310153482902',2.02E+16,-121.33,-19.95,9,115.101,-8.55726,POINT (115.101357 -8.557256000000001)
'5764608310153483339',2.02E+16,-122,-20,10,115.094,-8.54537,POINT (115.093804 -8.545374000000001)
'5764608310153484149',2.02E+16,-122.83,-20,6,115.1,-8.5379,POINT (115.09964 -8.537903999999999)
'5764608310153484546',2.02E+16,-131,-20,3,115.104,-8.55386,POINT (115.104103 -8.553860999999999)
'5764608310153484553',2.02E+16,-121.26,-20,19,115.104,-8.55352,POINT (115.104447 -8.553522000000001)
'5764608310153486895',2.02E+16,-125,-20,8,115.123,-8.58,POINT (115.122643 -8.580002)
'5764608310153486934',2.02E+16,-124,-18.25,16,115.121,-8.57627,POINT (115.120583 -8.576267999999999)
'5764608310153486990',2.02E+16,-125.56,-19,9,115.124,-8.58034,POINT (115.124016 -8.580342)
'5764608310153487010',2.02E+16,-123.55,-13.48,22,115.125,-8.58102,POINT (115.124703 -8.581021)
'5764608310153487013',2.02E+16,-124.57,-20,14,115.124,-8.58,POINT (115.124359 -8.580002)
'5764608310153487021',2.02E+16,-125.5,-20,4,115.125,-8.58,POINT (115.125046 -8.580002)
'5764608310153487030',2.02E+16,-124.82,-20,11,115.125,-8.57898,POINT (115.124703 -8.578984)
'5764608310153487536',2.02E+16,-125,-20,1,115.119,-8.5688,POINT (115.118866 -8.568799)
'5764608310153487542',2.02E+16,-121.09,-20,34,115.119,-8.56812,POINT (115.11921 -8.56812)
'5764608310153487543',2.02E+16,-121.25,-19.62,12,115.119,-8.56778,POINT (115.11921 -8.567781)
'5764608310153487562',2.02E+16,-128,-20,4,115.119,-8.56744,POINT (115.118523 -8.567441000000001)
'5764608310153488689',2.02E+16,-121.49,-19.45,152,115.127,-8.57389,POINT (115.127106 -8.573891)
'5764608310153489682',2.02E+16,-121,-20,3,115.126,-8.56337,POINT (115.126076 -8.563367)
'5764608310153489775',2.02E+16,-125.25,-19.88,4,115.128,-8.56099,POINT (115.128136 -8.560991)
'5764608310153490021',2.02E+16,-122,-20,11,115.133,-8.56642,POINT (115.132599 -8.566423)
'5764608310153490293',2.02E+16,-121.15,-20,67,115.133,-8.55963,POINT (115.132599 -8.559633)
'5764608310153490297',2.02E+16,-120.27,-20,11,115.133,-8.56031,POINT (115.133286 -8.560312)
'5764608310153491059',2.02E+16,-120.8,-19.45,10,115.122,-8.55488,POINT (115.121956 -8.554880000000001)
'5764608310153491142',2.02E+16,-129.4,-20,5,115.123,-8.5559,POINT (115.123329 -8.555897999999999)
'5764608310153491489',2.02E+16,-124,-20,13,115.116,-8.54809,POINT (115.11612 -8.54809)
'5764608310153491548',2.02E+16,-127,-19,3,115.115,-8.54368,POINT (115.115433 -8.543676)
'5764608310153491857',2.02E+16,-125,-20,2,115.117,-8.5413,POINT (115.117493 -8.541299)
'5764608310153492222',2.02E+16,-120.25,-19.88,4,115.125,-8.54368,POINT (115.125389 -8.543676)
'5764608310153492641',2.02E+16,-125.49,-19.99,146,115.13,-8.55895,POINT (115.129853 -8.558954)
'5764608310153493132',2.02E+16,-120.8,-20,25,115.135,-8.55861,POINT (115.134659 -8.558614)
'5764608310153493140',2.02E+16,-122.8,-20,5,115.134,-8.55726,POINT (115.133973 -8.557256000000001)
'5764608310153493141',2.02E+16,-124.2,-19.6,5,115.134,-8.55692,POINT (115.133973 -8.556917)
'5764608310153493185',2.02E+16,-129.25,-18.25,4,115.134,-8.55624,POINT (115.133973 -8.556238)
'5764608310153494219',2.02E+16,-120.14,-20,15,115.135,-8.54537,POINT (115.135002 -8.545374000000001)
'5764608310153495971',2.02E+16,-126,-20,1,115.097,-8.52093,POINT (115.097237 -8.520928)
'5764608310153496180',2.02E+16,-122,-19.33,3,115.1,-8.52195,POINT (115.09964 -8.521947000000001)
'5764608310153496846',2.02E+16,-127,-20,2,115.105,-8.53145,POINT (115.10479 -8.531452999999999)
'5764608310153497971',2.02E+16,-123,-20,1,115.105,-8.51685,POINT (115.105477 -8.516853999999999)
'5764608310153498479',2.02E+16,-120.93,-20,29,115.112,-8.51753,POINT (115.111657 -8.517533)
'5764608310153500059',2.02E+16,-125.59,-20,12,115.097,-8.49784,POINT (115.09655 -8.497839000000001)
'5764608310153501938',2.02E+16,-121,-19.5,2,115.108,-8.50089,POINT (115.108223 -8.500895)
'5764608310153503866',2.02E+16,-120.71,-20,59,115.117,-8.52263,POINT (115.11715 -8.522625999999999)
'5764608310153504749',2.02E+16,-127,-20,5,115.125,-8.51753,POINT (115.125046 -8.517533)
'5764608310153504758',2.02E+16,-124,-20,3,115.125,-8.51651,POINT (115.124703 -8.516514000000001)
'5764608310153505067',2.02E+16,-122.67,-20,3,115.128,-8.53179,POINT (115.128136 -8.531792999999999)
'5764608310153505360',2.02E+16,-123.93,-18.44,262,115.131,-8.53349,POINT (115.131226 -8.533489999999999)
'5764608310153505534',2.02E+16,-126,-20,2,115.136,-8.53281,POINT (115.136376 -8.532811000000001)
'5764608310153505608',2.02E+16,-126.9,-19.9,19,115.132,-8.52942,POINT (115.131913 -8.529416000000001)
'5764608310153505773',2.02E+16,-130,-16.5,3,115.136,-8.5284,POINT (115.136032 -8.528397999999999)
'5764608310153506231',2.02E+16,-120.67,-20,3,115.13,-8.51889,POINT (115.130196 -8.518891)
'5764608310153507640',2.02E+16,-121,-20,2,115.122,-8.50904,POINT (115.1223 -8.509043999999999)
'5764608310153507836',2.02E+16,-124.83,-20,6,115.125,-8.50565,POINT (115.125046 -8.505649)
'5764608310153508954',2.02E+16,-127.56,-19.39,9,115.127,-8.51176,POINT (115.126763 -8.511760000000001)
'5764608310153509794',2.02E+16,-120.25,-20,4,115.136,-8.5104,POINT (115.135689 -8.510402000000001)
'5764608310153510585',2.02E+16,-127,-20,3,115.136,-8.50327,POINT (115.136032 -8.503272000000001)
'5764608310153512794',2.02E+16,-124,-20,2,115.055,-8.47373,POINT (115.055352 -8.47373)
'5764608310153513754',2.02E+16,-123.23,-20,9,115.066,-8.48731,POINT (115.066338 -8.487313)
'5764608310153516290',2.02E+16,-125.82,-20,22,115.049,-8.45607,POINT (115.049172 -8.456072000000001)
'5764608310153524094',2.02E+16,-126.12,-20,8,115.079,-8.46218,POINT (115.078698 -8.462183999999999)
'5764608310153526591',2.02E+16,-123,-20,9,115.084,-8.45369,POINT (115.084191 -8.453694)
'5764608310153539119',2.02E+16,-122,-20,2,115.09,-8.43875,POINT (115.089684 -8.438752000000001)
'5764608310153555512',2.02E+16,-120.5,-20,2,115.133,-8.48188,POINT (115.133286 -8.48188)
'5764608310153558480',2.02E+16,-122.83,-18.67,12,115.128,-8.46286,POINT (115.128479 -8.462863)
'5764608310153558516',2.02E+16,-127.25,-20,4,115.13,-8.46218,POINT (115.129853 -8.462183999999999)
'5764608310153558553',2.02E+16,-122,-20,1,115.132,-8.47067,POINT (115.131913 -8.470674000000001)
'5764608310153558717',2.02E+16,-122.58,-18.5,50,115.136,-8.46999,POINT (115.136032 -8.469994999999999)
'5764608310153559068',2.02E+16,-120.25,-20,4,115.126,-8.45947,POINT (115.126419 -8.459467999999999)
'5764608310153559309',2.02E+16,-124.36,-19.82,36,115.126,-8.45505,POINT (115.126419 -8.455052999999999)
'5764608310153559505',2.02E+16,-122.75,-19.5,4,115.128,-8.45166,POINT (115.128479 -8.451657000000001)
'5764608310153559569',2.02E+16,-123.62,-20,13,115.131,-8.45981,POINT (115.131226 -8.459807000000001)
'5764608310153559804',2.02E+16,-127.2,-20,10,115.136,-8.45675,POINT (115.136032 -8.456750999999999)
'5764608310153559864',2.02E+16,-123.7,-20,44,115.133,-8.45471,POINT (115.133286 -8.454713)
'5764608310153561561',2.02E+16,-121.91,-20,11,115.096,-8.42992,POINT (115.096207 -8.429921999999999)
'5764608310153566017',2.02E+16,-120.25,-20,4,115.098,-8.40954,POINT (115.098267 -8.409545)
'5764608310153566421',2.02E+16,-123,-20,2,115.107,-8.42381,POINT (115.106507 -8.423809)
